brand,Category,price/value,reviewsCount,stars,Product
YOUDIAN,Home,15.29,599.0,4.5,"YOUDIAN E27 Screw Bulb,Led Edison Light Bulb, Non-Dimmable Retro E27 Screw Bulb,220V 4W(40W Equivalent) 400 Lumen Warm White 2700K CRI>90,G80 Led Filament Light Bulb,90% Energy Saving（6Pack"
Galaxy,Grocery,1.35,11070.0,4.6,"Galaxy Chocolate Bar, Smooth Milk Chocolate, 100g, Ideal as a Chocolate Gift, Chocolate Snack or in a Chocolate Hamper"
Health4All,Pharma,11.99,2428.0,4.4,Health4All Multivitamins & Minerals One a Day 360 Tablets 100% RDA
ASUS,Electronics,449.99,1847.0,4.3,"ASUS Vivobook 15 OLED X1505ZA 15.6"" Full HD OLED Laptop (Intel i5-12500H, 16GB RAM, 1TB PCIe SSD, 400nits OLED Screen with 600nits Peak Brightness, Windows 11 Home)"
Cadbury,Grocery,4.97,506.0,4.2,"Cadbury Milk Tray Chocolate Box, Assorted Milk Chocolates Gift Set, 360g"
WeightWorld,Pharma,16.55,6285.0,4.6,"Multivitamin Gummies for Women & Men - 2 Months Supply - 13 Multivitamins & Minerals - 120 Vitamin Gummies - With Vitamin C, A, D, B, Biotin & Zinc - Strawberry Flavoured Chewable Multivitamins Adults"
jumper,Electronics,249.99,6.0,5.0,"jumper Laptop, 16 inch Full HD Display, 1920x1200 Pixel IPS screen, 5305U Processor, 4GB RAM 128GB SSD Laptops, Dual Stereo Speakers, Office 365 1-Year Subscription, Keyboard Film UK."
Lenovo,Electronics,279.99,68.0,4.3,Lenovo IdeaPad Slim 3 | 14 inch Full HD Laptop | Intel Core i3-N305 | 8GB RAM | 512GB SSD | Windows 11 Home | Abyss Blue
WiZ,Home,11.99,692.0,4.2,"WiZ Smart Colour & White Candle Light Bulb, E14 Small 40W, Smart LED Connected WiFi Works with Alexa, Google Assistant & HomeKit, App Control for Livingroom, Bedroom, Energy Monitoring"
Ferrero,Grocery,9.98,42730.0,4.7,"Ferrero Rocher Pralines, Chocolate Gift, Christmas Chocolate, Large Chocolate Box Covered in Milk Chocolate and Nuts, Box of 42 (525g)"
Indigo Leopard Gifts,Grocery,24.95,1.0,3.0,Chocolate Bars Multipack Bundle with Delights Soft Nougat Hazelnut & Caramel x30 Bars and Indigo Leopard Gifts Sealing Clips
Jaenmsa,Home,7.64,1105.0,4.5,"Jaenmsa G9 Halogen Light Bulbs, G9 40W Halogen Bulbs, 2700K Warm White G9 230V Dimmable Capsule Bulbs, Non-Flicker,12 Pack"
Phizz,Pharma,5.33,3701.0,4.2,"Phizz Electrolytes, Multivitamin & Hydration Tablets - 20 Effervescent Rehydration Electrolyte Tablets - 18 Vitamins & Minerals, Vitamin C, Vegan, Vegetarian & Low Calorie (Orange, 20 Tablets)"
Nutravita,Pharma,17.99,3534.0,4.4,Women's Multivitamins and Minerals - 24 Essential Active Vitamins and Minerals with Added Hyaluronic Acid - 180 Vegan Tablets - No Synthetic Fillers or Binders - Made in The UK by Nutravita
Vive,Grocery,18.99,415.0,4.1,Vive Dark Chocolate Coated Mixed Box Protein Bites - Gluten Free and Vegan - High Fibre Mini Protein Bars - Pack of 21
Nutravita,Pharma,9.99,147.0,4.7,"Multivitamin Tablets for Men & Women - 26 Essential Active Vitamins & Minerals with Vitamin C, D, Iron, and Zinc - 90 Vegan Multi Vitamin Tablets for a 3 Month Supply - Made in The UK - Nutravita"
NEW LEAF PRODUCTS,Pharma,12.95,3406.0,4.6,"Multivitamin Gummies High Strength for Men Women - Vegetarian +14 Essential Vitamins & Minerals - Gluten Free, Non-GMO Multi Vitamins Chewable Adults Vitamin C A D E B12 B6 & Biotin, Zinc & Iodine"
Generic,Grocery,10.99,11.0,4.5,"Chocolate Variety Tubs Celebrations 550g, Heros 550g, Roses 550g, Quality Street 600g Perfect for Christmas, Any Occasion, Easter, Birthday, Thanksgiving (600g, Quality Street)"
Generic,Grocery,12.99,11.0,3.7,Chocolate Box Bundle with Maltesers 110g (3 Pack)
Vanke,Home,6.99,4139.0,4.5,"Vanke Bayonet Light Bulb 60w Equivalent, B22 LED Bulbs Warm White 2700K Yellow Light, Non-Dimmable 9w Energy Saver Lightbulb, 806 Lumen, 3-Pack"
Inspired Essentials,Home,6.75,140.0,4.6,"B22 Bayonet LED Bulb, Daylight 6500K, 60W 60 Watts Equivalent, 8.5W B22 GLS Bulbs, Light Bulbs, 806 Lumen, Non-Dimmable, Pack of 4"
LEEDOW,Electronics,502.0,5.0,4.5,"16"" Laptop - 16GB RAM 1024GB SSD Gaming Laptop pc, Quad-core I7 Processor, up to 5.0GHz, Laptop with Touch ID, WiFi, BT4.0, suitable for gaming"
Vitamin Store,Pharma,9.99,597.0,4.6,"Vitamin Store A-Z Multivitamins & Minerals Food Supplement, 150 Tablets per Tub, Pack of 2 Tubs, 10 Months Supply"
Red Label Health,Pharma,6.99,497.0,4.5,"Multivitamin 360 Tablets (1 Year Supply) for Men & Women High Strength Multi Vitamin Supplement for Immune Support & Wellbeing, One a Day Multivitamins"
Cadbury,Grocery,10.0,26788.0,4.8,"Cadbury Dairy Milk Chocolate Gift Bar, The Classic Creamy Taste, Perfect for Sharing, Extra-Large, 850 g (Pack of 1)"
Vanke,Home,7.99,1609.0,4.6,"Vanke E27 Screw LED Bulb, Warm White 2700K Yellow Light, 60 Watts Equivalent, 9W ES Bulbs, Screw in Light Bulb, 806 Lumen, Non-Dimmable, Pack of 3"
Free Soul,Pharma,12.49,1088.0,4.5,"Women's Multivitamins & Minerals with Marine Collagen & Hyaluronic Acid | 27 Essential Vitamins, Minerals, & Botanicals | Gluten-Free & No Synthetic Fillers or Binders | 60 Tablets | Free Soul"
Huoqilin,Home,9.49,140.0,4.5,"Huoqilin 6W E14 Led Candle Light Bulbs,Warm White 2700K,Equivalent to 60 Watts,SES Small Edison Screw,6 Pack"
HP,Electronics,159.99,436.0,4.2,"HP Stream 14"" Laptop, Intel N4120 Processor, 4 GB RAM, 64 GB eMMC, Intel UHD Graphics, HD Display, Dual Speakers, Microsoft 365 Personal 12 month included, Win 11, Jet Black, 14s-dq0000sa"
Comyan,Home,9.49,9124.0,4.6,"Comyan G9 Halogen Light Bulbs 230V 28W (29W) 2800K Warm White Clear G9 Capsule Bulb Dimmable, 10Pack"
Nutravita,Pharma,19.99,4024.0,4.4,Men's Multivitamins and Minerals - 25 Essential Active Vitamins and Minerals with Added Maca Root and Panax Ginseng - Multivitamin Tablets for Men - 180 Vegan Tablets - Made in The UK by Nutravita
Centrum,Pharma,9.29,11344.0,4.7,"Centrum Advance Multivitamin Tablets for Men and Women, 100 Tablets, Vitamins with 24 Essential Nutrients, including Vitamin C, D, and Zinc"
OUKAJO,Home,11.99,124.0,4.3,"OUKAJO E14 LED Candle Light Bulb,40W Equivalent SES Small Screw Light Bulbs 4W, 2700K Warm White, Energy Saving, 6 Count (Pack of 1)"
KitKat,Grocery,1.35,955.0,4.7,"KitKat Chunky Milk Chocolate Bar Multipack, 4 x 40 g"
Cadbury,Grocery,2.65,2256.0,4.7,"Cadbury Dairy Milk Giant Buttons Chocolate Bag, 184.8g"
Hotel Chocolat,Grocery,18.87,4078.0,4.5,"Hotel Chocolat Everything Sleekster 355g - Assortment of 27 Milk, White and Dark Chocolates - Chocolate Gift Box for Birthday, Thank You, Anniversary"
Inessa,Pharma,29.99,1986.0,4.4,"Inessa Multivitamin with CoQ10 100mg, Vitamin D3 2000 IU, K2 100mcg, B Complex, Vitamins A 800mcg, Folic Acid as 5-MTHF 400mcg, Zinc 20mg and Lutein"
Amazon Basics,Home,9.49,5010.0,4.5,"Amazon Basics LED GU10 Spotlight Bulb, 4.7W (Equivalent to 50W), Warm White, Non Dimmable - Pack of 6"
Centrum,Pharma,11.02,2844.0,4.6,"Centrum Men Under 50 Multivitamin Tablets for Men, 60 Tablets, Vitamins with 23 Essential Nutrients, including Vitamin C, D and Zinc, (Packaging and Tablet colour may vary slightly)"
Martin’s Chocolatier,Grocery,18.0,38.0,4.3,"Martin’s Chocolatier A Taste for Adventure Chocolate Assortment | 15 Luxury Chocolates Gift Box | Milk, White, Dark Belgian Chocolate Gift for Christmas, Birthdays, Anniversary & Celebrations (225g)"
Galaxy,Grocery,14.99,2.0,1.0,Galaxy Variety Chocolate Hamper Gift Box | Smooth Milk | Minstrels | Smooth Caramel | Ripple
HP,Electronics,179.99,436.0,4.2,"HP Stream 14"" Laptop , Intel N4120 Processor , 4 GB RAM , 128 GB SSD , Intel UHD Graphics , HD Display , Dual Speakers , Microsoft 365 Personal 12 month included , Win 11 , Indigo Blue , 14s-dq0033sa"
YUNRRD,Home,9.99,167.0,4.6,"YUNRRD Vintage Light Bulb E27 Screw LED Edison Bulb ST64,4W Equivalent to 40 Watt,Retro Amber Warm Glass Screw Lamp,2700K Warm White,Non-dimmable,Screw LED Filament Lamp Squirrel Cage，2 Packs"
Dettol,Home,12.0,659.0,4.7,"Dettol Antibacterial Multi Purpose Cleaner Spray, Lemon & Lime, Multipack of 6 X 1 Litre, Total of 6L, Cleaner Spray, Multi Surface Cleaner, Kitchen Spray, Disinfectant, Household Cleaners"
ASUS,Electronics,499.0,472.0,4.4,"ASUS Vivobook 15 X1500E/ X1500EA 15.6 Full HD Laptop (Intel i5-1135G7, 16GB RAM, 512GB SSD, Windows 11)"
EXTRASTAR,Home,17.99,226.0,4.2,"EXTRASTAR E27 LED Edison Screw Filament Bulb, 10W(88W Equivalent), 1300LM, Warm White 2700K, A60 Vintage Clear Glass Globe Energy Saving Light Bulbs, Non-Dimmable, Pack of 6"
SOLGAR,Pharma,15.59,891.0,4.5,Solgar Formula VM-2000 - Multivitamin - Rich in Antioxidants - For when under Stress or Lack of Energy - 60 Tablets
Dell,Electronics,919.01,4.0,4.5,"Dell Inspiron 15 3000 Business Laptop, 15.6"" FHD Display, 12th Gen Intel Core i7-1255U, Windows 11 Pro, 32GB DDR4 RAM, 1TB PCIe SSD, WiFi 6, SD Card Reader, Long Battery Life"
Lapbook,Electronics,269.99,1492.0,4.4,"2023 Model 15.6"" Full HD Laptop - 8GB RAM 512GB SSD Windows 11 Home, AC WIFI, RJ45, Integrated Webcam - S15 N2 15 Inch Lightweight Laptop"
Lenovo,Electronics,209.13,16.0,3.8,"Lenovo ThinkPad T490 14"" Laptop - Intel Core i5 8th Gen CPU - 16GB RAM - 256GB SSD - Windows 11 Pro (Renewed)"
LVWIT,Home,10.45,398.0,4.6,"LVWIT B22 Led Light Bulb, A60 Bayonet 8W 6500K Cold White Equivalent to 60W, Ultra Bright 806Lm, Non-Dimmable LED Light Bulbs, 6 Packs"
WAXP,Home,11.78,1460.0,4.6,"GU10 LED Spot Light Bulbs Warm White 5W, 3000K, 365lm, No Flickering, Energy Saving Light Bulbs, Equivalent 40-50W GU10 Halogen Spotlight Bulbs, Non-Dimmable, 10 Pack"
Lenovo,Electronics,199.99,320.0,4.3,Lenovo IdeaPad Flex 3 Chromebook | 15 inch Full HD Laptop | Intel Celeron N4500 | 4GB RAM | 128GB eMMC | Chrome OS | Abyss Blue
HP,Electronics,229.99,7.0,4.8,"HP EliteBook 830 G5 13.3 FullHD Laptop Core i5-8250U (4 Cores, 3.40 GHz), 16GB DDR4, 256GB NVMe SSD, Intel UHD Graphics 620, WiFi 11ac & BT 4.2, Windows 11 Pro - UK Keyboard layout"
MAXLEGEN,Electronics,270.74,174.0,4.3,"15.6 Inch Laptop, Quad-Core N95 Processor Up to 3.4GHz, 16GB DDR4 512GB SSD Laptop Computer, 5G/2.4GHz WiFi, 1080P FHD, BT5.0, Type-C, USB 3.0, Mouse included, Notebook for Students and Business"
Maypug,Electronics,199.99,10.0,4.6,"15.6'' Laptop 16GB DDR4 512GB SSD,Quad-Core Intel Celeron N5095 Processors, 1080P IPS FHD Display Laptop Computer,Numeric Keypad USB 3.0, Bluetooth 4.2, 2.4/5G WiFi"
LG,Electronics,1499.0,8.0,3.6,LG gram Pro 2024 (16Z90SP) Laptop | 16 Inch OLED Display | Core Ultra 7155H | 16 GB RAM | 1 TB SSD | NVIDIA GeForce RTX 3050 | Windows 11 Home | EVO Certified | Obsidian Black |
jumper,Electronics,359.98,37.0,4.3,"jumper 16 inch laptop, Celeron N95 Notebook, 16GB DDR4 640GB (128G eMMc+512G SSD) laptops, 1920x1200 FHD IPS display (16:10), Office 365 1 year subscription, Suitable for Students, Office"
ACEMAGIC,Electronics,299.99,13.0,4.6,"ACEMAGIC Laptop Computer 15.6 inch - Quad-Core N-97 Processor Notebook Laptops Up to 3.6GHz (Beat N5095),16GB DDR4 512GB SSD Student Laptop with Metal Body Support WiFi, BT5.0"
HP,Electronics,649.99,100.0,4.2,"HP Pavilion 16"" Laptop | Intel Core Ultra 5-125U Processor | 16 GB RAM | 512 GB SSD | Intel Arc Graphics | WUXGA IPS Display | Up to 11hrs battery | Win 11 | Dual Speakers | Sky Blue | 16-af0000sa"
ASUS,Electronics,649.99,251.0,4.2,"ASUS TUF F15 FX507ZCA 15.6"" Full HD 144Hz Gaming Laptop (Intel i5-12500H, NVIDIA GeForce RTX 3050, 16GB RAM, 512GB PCIe SSD, Windows 11 Home)"
ASUS,Electronics,169.99,1230.0,4.0,"ASUS Vivobook 14 E410KA 14"" Full HD Laptop with Microsoft Office 365 (Intel Celeron N4500, 4GB RAM, 128GB eMMC, Windows 11 S Mode) Ships with 1 Year Microsoft Office Subscription"
Dell,Pharma,511.98,154.0,4.3,"Dell Inspiron 15 (3520) Laptop - 15.6 Inch FHD 120Hz, Intel Core i5-1235U, 16GB RAM, 512GB SSD, Intel Iris Xe Graphics, Windows 11 Home, English UK Keyboard - Carbon Black"
LEEDOW,Electronics,229.99,138.0,4.6,Laptop PC 16GB RAM LPDDR4 512GB SSD PC 15.6 inch UHD Netbook Intel Celeron N5095 Processor Computer with Touch ID WiFi5 Bluetooth 4.2 USB 3.0
Lindt,Grocery,1.15,1630.0,4.3,"Lindt Lindor Milk Chocolate Truffles Box Small | 37g | Chocolate Truffles with a Smooth Melting Filling | Gift Present for Him and Her | Christmas, Birthday, Celebrations, Congratulations, Thank you"
ACEMAGIC,Electronics,379.99,120.0,4.4,"ACEMAGIC Newest 15.6"" Laptop for Students and Business,Quad-Core N-97 Processor Up to 3.6GHz（Beat N5095） laptop computer,16GB DDR4 512GB SSD Notebook Computers with Metal Body Support WiFi, BT5.0"
jumper,Electronics,329.99,38.0,4.2,"jumper 16 Inch Laptop, 1920x1200 FHD IPS Display (16:10), Celeron 5305U Notebook, 12GB RAM 640GB（128G eMMc+512G SSD Laptops, Office 365 1-Year Subscription, Dual-Band Wi-Fi, UK Keyboard Film."
NIAKUN,Electronics,359.99,48.0,4.4,"NIAKUN 14 Inch Laptop Notebook Computer, Student Laptops 16GB RAM 1TB SSD, Laptop N5095 Processor (up to 2.9 Ghz), FHD 1920 x 1080 Display, 5000 mAh, TF Card, WIFI 5"
Hotel Chocolat,Grocery,24.95,1478.0,4.4,"Hotel Chocolat Milk To White Chocolate Baton Library Chocolate Box, 365g"
Milkybar,Grocery,,28.0,4.5,"Milkybar Chocolate Festive Friends Bag, 57g"
Cadbury,Grocery,,628.0,4.6,"Cadbury Heroes Chocolate Carton, 290 g"
Martin’s Chocolatier,Grocery,18.0,4290.0,4.5,"Martin's Chocolatier Dark & Delicious Signature Collection | 16 Luxury Chocolates Gift Box | Dark Belgian Chocolate Assortment for Christmas, Birthdays, Anniversary & Celebrations (249g)"
Thorntons,Grocery,8.5,3646.0,4.5,"Thorntons Classic Chocolate Hamper, Christmas Gifts, Chocolate Gifts for Women, Men, Milk, White, Dark Chocolate Selection Box, 262g"
Lenovo,Electronics,157.99,476.0,4.0,Lenovo ThinkPad T470 Ultrabook - 14in HD (1366x768) Core i5-6200U 8GB 256GB SSD HDMI USB-C WebCam WiFi Windows 10 Professional 64-bit PC Laptop (Renewed)
ACEMAGIC,Electronics,305.99,133.0,4.3,"ACEMAGIC Laptop Computer 16 inch - Quad-Core Alder Lake N-97 Processor Up to 3.6GHz (Beat N5095) Notebook Computer, 16GB Ram DDR4 512GB SSD PC Laptops with FHD Display, 2.4G/5G WiFi, BT5.0, HDMI"
jumper,Electronics,329.99,35.0,4.2,"jumper Laptop, 15.6 inch HD Display Laptop, 5305U Processor, 12GB RAM 640GB (512G SSD+128G eMMc), 5000mAh Battery, Office 365 1-Year Subscription, WiFi 5G, Keyboard Film UK."
NIAKUN,Electronics,269.99,21.0,4.7,"NIAKUN Laptop Computer 15.6 Inch, Notebook 8GB RAM 256GB SSD, Student Laptop N4000 Processor (up to 2.6 Ghz), FHD 1920 x 1080 Display, 5000 mAh, TF Card, WIFI 5"
ASUS,Electronics,429.0,274.0,4.3,"ASUS Chromebook Plus CX3402CBA 14.0"" Full HD Chromebook Laptop (Intel i3-1215U, 8GB LPDDR5 RAM, 128GB UFS, Backlit Keyboard, Google Chrome Operating System, 10 Hour Battery)"
HP,Electronics,1129.99,131.0,4.4,"HP Victus 15"" Gaming Laptop, Intel Core i7-12650H, 16 GB RAM, 512 GB SSD, NVIDIA GeForce RTX 4050 Graphics, FHD Display, 144Hz, Up to 8.5 hrs battery, Win 11, Mica Silver, 15-fa1003sa"
Lapbook,Electronics,249.99,77.0,4.0,"15.6"" Full HD Laptop - 6GB RAM 256GB SSD Windows 11 Home, WIFI, Integrated Webcam - S15 N2 15 Inch Lightweight Laptop"
Insoluxia,Electronics,199.99,93.0,3.9,"Insoluxia 15.6 inch Laptop, Celeron N4000 CPU Notebook, Windows 11 Laptop 8GB LPDDR4 RAM 256GB SSD, 1920 * 1080 FHD Screen, USB3.0, WiFi, Mini HDMI, TF Card Slot, BT4.2"
Lenovo,Electronics,182.49,235.0,3.6,"Lenovo ThinkPad T480 Windows 11 Ultrabook - 14"" Full HD Quad Core i5-8350U 16GB 256GB SSD HDMI WebCam WiFi PC Laptop (Renewed)"
ACEMAGIC,Electronics,479.99,32.0,4.4,"ACEMAGIC 2024 Gaming Laptop Computer - 16.1'' FHD Display Laptop with AMD Ryzen 7 5825U Processor (Up to 4.5 Ghz), 16GB Ram DDR4x2 512GB SSD Gaming Notebook with Backlit Keyboard, Support WiFi 6"
Lenovo,Electronics,244.55,228.0,4.3,"Lenovo V15 ADA 15.6"" Full HD Laptop AMD Athlon 3150U 8GB RAM 256GB SSD Windows 10 - 82C7000BUK"
MESH Computers,Electronics,439.0,70.0,4.3,"MESH Computers ASUS VivoBook 15 Intel Celeron N4020, 8GB RAM, 1TB SSD + 1TB HDD, 15.6 inch FHD, Windows 11 Pro Laptop (includes Free ASUS Backpack + Mouse + Norton 360 Deluxe Anti Virus Software)"
Lenovo,Electronics,294.34,320.0,4.3,Lenovo IdeaPad Flex 3 Chromebook | 15 inch Full HD Laptop | Intel Pentium Silver N6000 | 8GB RAM | 128GB eMMC | Chrome OS | Arctic Grey
Apple,Electronics,569.99,51.0,4.6,"2019 Apple MacBook Pro with 2.4GHz Intel Core i9 (16-inch, 32GB RAM, 512GB SSD Storage) (QWERTY English) Space Grey (Renewed)"
Cadbury,Grocery,,113.0,4.5,"Cadbury Roses Tub Milk Chocolates Assortment, 550g"
healthspan,Pharma,13.86,917.0,4.6,Healthspan Multivitamin 50 Plus | Advance Multivitamin for over-50's | Immune Health Support | 13 Vitamins & 12 Minerals | Ginkgo Biloba & Citrus Bioflavonoids | Vegetarian (90 Tablets)
ACEMAGIC,Electronics,279.99,120.0,4.4,"ACEMAGIC 15.6 inch FHD Laptop computer - Quad-Core N-97 Processor Up to 3.6GHz（Beat N5095） Laptop, 16GB DDR4 512GB SSD Notebook Computer, Support WiFi 5, BT5.0, 3*USB3.2, 5000mAh Battery"
Wellwoman,Pharma,10.99,2681.0,4.7,"Multivitamins for Women, Wellwoman Tablets Plus Omega 3-6-9, Vitabiotics"
Seven Seas,Pharma,12.12,901.0,4.5,"Seven Seas Omega-3 & Multivitamins Man, with B Vitamins and Magnesium, 30-Day Duo Pack, 30 Omega-3 Capsules and 30 Multivitamin Tablets"
Lindt,Grocery,11.0,1884.0,4.6,"Lindt Mini Pralines Spring | 36 Miniature Milk, Dark and White Chocolate Box, 180g | Gift Present or Sharing Box for Him and Her | Christmas, Birthday, Celebrations, Congratulations, Thank you"
Cadbury,Grocery,,4150.0,4.6,Cadbury Double Decker Chocolate Bar Multipack 4x43.7g 174.8g
Igennus Healthcare Nutrition,Pharma,19.99,254.0,4.6,"Methylated Kids Multivitamin Gummy, MTHFR Supplement with B-Vitamins & Vitamin D, Clean Ingredients, Age 4+, Sugar Free Berry Flavour, 90 Vegan Gummies, by Igennus"
HP,Electronics,470.0,25.0,4.2,"HP EliteBook x360 1040 G5 Laptop - i7-8650U (up to 4.6GHz), 16GB DDR4, 512GB NVMe, Intel UHD Graphics 620, vPro, WiFi 5 & BT 4.2, Backlit Keyboard, Windows 11 Pro"
Seven Seas,Pharma,13.29,752.0,4.5,"Seven Seas Omega-3 & Multivitamins Woman, with Biotin and Iron, 30-Day Duo Pack, 30 Omega-3 Capsules and 30 Multivitamin Tablets"
HP,Electronics,590.45,16.0,2.8,"HP 250 G9 Laptop, Intel Core i7-1255U up to 4.7GHz, 16GB DDR4, 512GB NVMe SSD, 15.6"" Full HD, Intel Iris Xe, Windows 11 Pro"
jumper,Electronics,339.99,52.0,4.2,"jumper 15.6 inch Laptop, 512GB SSD 16GB DDR4 Laptops, 1080p FHD IPS Display Notebook, Quad-Core N5095 Processor(up to 2.9GHz), USB3.0, 2.4/5G WiFi, Dual Stereo Speakers, Keyboard Film UK."
ACEMAGIC,Electronics,379.99,59.0,4.4,"ACEMAGIC Laptop,15.6 Inch FHD With Metal Case,Quad-Core 12th Alder Lake N97 Processor(up to 3.6 GHz) beat N4020/N5095,16 GB RAM 512 GB SSD Laptop,BT5.0,2.4G/5G WiFi,USB 3.2,HDMI and Type C"
HP,Electronics,,4.0,4.7,HP 17-cn0104na 17.3” Full HD Laptop (Intel Pentium Silver N5030 | 4GB DDR4 RAM | 128GB SSD | Windows 11 Home) - Black
MESH Computers,Electronics,329.0,4.0,5.0,"HP 255 G9 15.6-inch Full HD Laptop (AMD Ryzen 3 5425U, 8 GB RAM, 256 GB SSD, Wi-Fi 6, Windows 11 Home) includes FREE Mesh Laptop Bag & Norton 360 Deluxe Anti Virus"
Lenovo,Electronics,687.12,60.0,4.3,Lenovo IdeaPad Slim 5 | 16 inch WUXGA Laptop | Intel Core i5-12450H | 16GB RAM | 1TB SSD |Windows 11 Home | Abyss Blue
Lenovo,Electronics,144.0,279.0,4.0,"Lenovo 14"" ThinkPad T460 Ultrabook - HD (1366x768) Core i5-6300U 8GB 256GB SSD HDMI WebCam WiFi Bluetooth USB 3.0 Windows 10 Professional 64-bit PC Laptop (Renewed)"
HP,Electronics,269.99,18.0,3.9,"HP 15.6"" Laptop | Intel core i3-1215U Processor | 4 GB RAM | 128 GB SSD | Intel UHD Graphics | FHD Display | Up to 7hrs battery | Win 11 | Dual Speakers | Natural Silver | 15s-fq5020sa"
Fujitsu,Electronics,380.55,31.0,4.4,"Fujitsu LIFEBOOK A3511 Intel Core i3-1115G4 15.6"" FHD Display 8GB DDR4-SDRAM 256GB SSD Wi-Fi 6 (802.11ax) Windows 11 Pro"
Dell,Electronics,482.05,22.0,3.9,"Dell 2024 Inspiron 15 Laptop, with Microsoft Office 365, 15.6"" 1920x1080 FHD, Intel i3-1215U up to 4.40GHz (Beats N4020), 16GB RAM,1TB PCIe SSD,Windows 11 Home, Carbon Black"
Fsjun,Electronics,398.0,32.0,4.1,"Fsjun Newest 17.3"" Laptop, 16GB DDR4 RAM 1TB SSD, Quad-Core Celeron N5095(Up to 2.9GHz) CPU, 1080P IPS Display, Win11 Pro, Office19, Fingerprint Reader, Backlit KB, HDMI, USB 3.0x3, WiFi, Silver"
ACEMAGIC,Electronics,599.99,71.0,4.6,"ACEMAGIC Newest Gaming Laptop Computer - 16.1'' FHD Display Laptop with AMD Ryzen 7 5825U Processor(beat i7-1265U), 16GB Ram DDR4x2 512GB SSD Gaming Notebook Computer with Backlit Keyboard, WiFi 6"
healthspan,Pharma,18.99,397.0,4.7,"Healthspan Multivitamin 70 Plus | (120 Tablets) | Vitamin C & Vitamin D3 | Brain, Heart, Bone & Immunity Health | Ginseng, Bioflavonoids & Acetyl L-carnitine | Vegan"
Vitammies,Pharma,12.99,3849.0,4.6,"Multivitamin Gummies for Women & Men - 3 Months Supply - 18 Multivitamins & Minerals - 90 Vitamin Gummies - with Vitamin C, A, D, B, Biotin & Zinc - Pineapple Flavoured Chewable Multivitamins Adults"
Cadbury,Grocery,,1676.0,4.6,"Cadbury Dairy Milk Caramel Nibbles Chocolate Bag, 186g"
Milky Way,Grocery,16.8,1446.0,4.6,"Milky Way Chocolate Bars, Nougat & Milk Chocolate, 28 x 43g, Bulk Chocolate Box, Ideal as Party bag fillers, Chocolate Snacks or in a Chocolate Hamper"
Cadbury,Grocery,1.55,5829.0,4.7,"Cadbury Dairy Milk Caramel Chocolate Bar, 37 g (Pack of 4)"
Seven Seas,Pharma,11.0,1522.0,4.6,"Seven Seas Perfect7 Man Plus Multivitamin, With 1000 mg Fish Oil, 60 High Strength Tablets, 250 mg EPA & DHA, Duo Pack: 30 Capsules + 30 Tablets"
Horbäach,Pharma,9.88,140.0,4.3,Multivitamin Tablets for Adults 50 Plus | 180 Count | with 24 Essential Nutrients for Men and Women 50 + | 100% Vegan | by Horbaach
Martin’s Chocolatier,Grocery,15.75,2095.0,4.2,Martin’s Chocolatier Chocolate Planets | Luxury Handmade Chocolate Gift Box | 9 Belgian Truffles | Assorted Flavours | Ideal Present for Science Lovers | Pack of 1 (107g)
