Username,location,date,content,Rating,Category
Emma Turner,US,"Updated Aug 7, 2020","Not really a quality productLola pads and tampons aren't high quality and probably not worth the price. I'm a heavy bleeder on my period and the pads they sent were basically a glorified panty liner. It appealed to me that it was made out 100% cotton but also it was like $30 a month  for not high quality pads that didn't even last me the end of period which lasts for about 5 days. I gave them 2 stars instead of just 1 because the delivery always came on time and it was super easy to cancel my subscription. But it also worries me that it's actually super hard to leave any sort of review. I visited their website to leave a review multiple times and their Facebook page and it still wouldn't let me leave a review which I feel is sketch. I have not tried any of their sexual health stuff such as their lube and condoms but last I looked it was very expensive and I was better off just getting KY jelly at the super market. Overall, I'd say just subscribe to an Amazon delivery as this company's product doesn't provide a high enough quality, even when adding on the price of convenience.Date of experience: August 07, 2020",2,Pharma
keren quarcoopome,US,"Jul 29, 2020","🤷🏾‍♀️I got the super+ tampons even thought I’m not a heavy bleeder but I realized I stained myself every time I used them so I stopped using them. On my next cycle I decided to give it another try because I’m stupid and when I pulled it out to change, I almost had a heart attack half of the cotton had ripped into a couple of pieces and was still stuck up there I had to reach in there to try to pull it out maybe I got a bad batch or something but based on my experience this brand isn’t for me.Date of experience: July 29, 2020",1,Pharma
katy hofmann,US,"Jul 27, 2020","GRRRRRRRRRRR!!!!!So i decided to switch to 100% cotton due to a conversation with my gyno about how horrible tampax pearl are and ironically that is what i was using. I purchased 2 boxes of Lola's at Walmart to prepare for my next cycle. This is literally my 1st day using them and I am beyond furious. The tampons do not insert well. They stay in the tube. No matter how many times I pull the friggen thing back then push, it stays in there. Way to make a s****y product for a girls most sensitive time of the month. Now that i prematurely threw out my old tampons, I am stuck with these useless tampons at work and am releasing my anger through this review which i feel like pasting in every review page I can find at the moment. I hope this company brings their product back to the drawing board because it is messy, faulty and useless!!!!!!! >:(Date of experience: July 27, 2020",1,Pharma
Heidi,US,"Jul 27, 2020","I switched to Lola a couple years agoI switched to Lola a couple years ago, they introduced me to organic/fragrance free products. Honestly, it’s saved my life. I used to get so irritated down there but Lola has brought great relief and has been super comfortable, affordable and a really great fit. The pads also fit really well and do not move for me and I can barely tell anything is there. I love the wings and that they’re not huge like some pad brands I feel like I’m squishing everything to fit my pad in my tiny undies LOL. It’s such a huge relief! And I also have never had absorbency issues personally as long as I’m choosing the right absorbency option. I’m usually medium/light flow though. Sometimes it can get pretty heavy but even then I never remember a time when it was the absorbency was an issue. They also have pretty good pricing! (In my opinion) Considering how pads/tampons can get pretty pricey. And for being organic it’s great.Date of experience: July 27, 2020",5,Pharma
Kalli Corbin,US,"Jul 27, 2020","I bought some Lolas at WalmartI bought some Lolas at Walmart. I thought I’d try something more “pure” since they say that’s better. Anyway the thing is, is that I feel like I bleed right through the center and I have to change it because I’m leaking. When I’ve removed them the outside layers are still in used. It just made a straight shot through the middle, ( if that makes sense) I just think what’s the point. I might as well be using pads. 🤦🏻‍♀️Date of experience: July 27, 2020",2,Pharma
Ke,US,"Jul 26, 2020","Do not recommendThey're a legitimate site, I like how you can customize the types of pads are in your kit. But oh man, the wings are absolutely useless. It doesn't keep the pad in place, and it's just a jumbled, creased mess in the end. I don't recommend this. I'm switching to a different brand.Date of experience: July 26, 2020",2,Pharma
Candice Louis,US,"Jul 23, 2020","The application process is terribleThe application process is terrible. It doesn’t push the tampon in at all. I was excited to try them because they were organic but this is a waste of money if I have to use my finger to insert it. SmhDate of experience: July 23, 2020",1,Pharma
Amanda T,US,"Jul 20, 2020","Not absorbent enough...I really wanted to like these because they're organic and whatnot but I just can't because of the absorbency issues. I understand that if you want an organic product with no chemicals you have to expect it might not work the same as a large brand name unorganic product but I just don't have time to change my tampon every 1 or 2 hours when I can get another brand and not have to change it nearly as often. I guess if you're okay with changing them hourly then they're pretty good.Date of experience: July 20, 2020",2,Pharma
Kathrine Mann,US,"Jul 19, 2020","Applicator is not long enough!Applicator is not long enough so I can’t even get it inside me I literally had to pull it out of the applicator and then put it inside me for it to even work I am very upset with wasting my money with this crappy product.Date of experience: July 19, 2020",1,Pharma
Sam,US,"Jul 14, 2020","I’ve used this product for the last 2…I’ve used this product for the last 2 years and would have given it a 5 star review any other month. I don’t know if it’s this batch but they are not absorbing at all, and cause major leakage. I’m a 30 year old woman and do not have time for this to be honest. I see other users saying the same thing, so I’m not sure if there has been some recent change, but I’m very disappointed.Date of experience: July 14, 2020",2,Pharma
Samantha Rivea,US,"Updated Jul 14, 2020","Don’t trust the advertising— SO DISAPPOINTING!!If I could rate this product zero stars I would. I have never been more disappointed in a feminine product ever. I have always wanted to try Lola because of it’s supposedly natural ingredients and also because of how it’s all organic material and it being cotton, etc. When I saw that Walmart carried Lola I was so excited and bought a box of tampons and pads, which wasn’t cheap, but bought them anyway because I’ve been wanting to try the brand for so long. First time I used the tampon, I can already tell I wasn’t going to like it. The applicator sucks. It doesn’t even help push the tampon in all the way before it falling apart. I tried it two more times after that to see if maybe I was just doing it wrong, but nope. Total fail for the tampon so I stopped using it. When I tried using the pads, as soon as I opened one I was immediately disgusted. I found like black spots of like dirt? And I also found a hair? Of the box of six pads, I opened all of them and every single one of them had something on it. There isn’t supposed to be anything on them!!! How are we supposed to wear them when they seem dirty?! How do they go through and pass inspection before distribution? It’s just so unacceptable. We’re supposed to feel good with products we know are safe to use but after this I not using Lola products again. I am just so appalled and disappointed in these products and from what I can see I’m not the only one who’s had problems. I’ll be going back to using Always brand. At least their products are clean and easy to use.Date of experience: July 14, 2020",1,Pharma
